item;descricao;barras;referencia;preco;precominimo;quantidadeEstoque;parceiro
27156;KIT FLOR JASM AMENDOAS DOCES - SPRAY CORP + CREME MAOS;7898559310076;6226;95;85.5;0;0
27157;KIT DIVINA MANTEIGA MAOS + LOCAO HIDRATANTE;7898559310038;62222;55;49.5;0;0
27158;HIDRATANTE CORPORAL FRUTAS VERMELHAS 200ML;7898559319970;6214;33;29.7;0;0
27164;CANECA  DE CHOPP COM FILETE;7898198771771;32002;50;45;0;5160
27165;COPO STOUT PALE ALE ORIGINAL;7898198779005;21909;30;27;0;0
27166;COPO STOUT CLASSIC COM FILETE;7898198779012;21910;33;29.7;0;0
27167;CONJUNTO 2 TACAS MARGUERITA;7898198778534;81909;60;54;0;0
27168;CONJUNTO 6 COPOS BOTECO CERVEJA 100% PRETO;;1864;88.78;79.9;0;5160
27169;CONJUNTO 6 COPOS BOTECO ALCOHOL;7898198771832;21948;65;58.5;0;0
27170;CONJUNTO 6 TACAS FRANKFURT HOP COM FILETE;7898198778800;81904;155;139.5;0;0
27171;CONJUNTO 6 TACAS FRANKFURT BITTER;7898198778817;81905;110;99;0;0
27173;CONJUNTO 6 TACAS FLORIPA MANUAL DO CHURRASCO;7898198773300;21969;100;90;0;0
27174;BABY NINOS HORA DO LANCHE REBORN;7896964624061;2406;120;108;0;149
27175;ANNY DOLL BABY MENINO;7896964624405;2440;177.78;160;0;149
27176;ANNY DOLL BABY MACACAO BABADOR;7896964624429;2442;230;207;4;149
27177;ANNY DOLL BABY SHORTS BLUSA;7896964624436;2443;211;189.9;3;149
27178;BULE VIENA COM GATILHO 1L MARMORE BRANCO;7891691009891;;80;72;0;0
27179;BULE VIENA COM GATILHO 1L  BLUE;7891691005374;;65;58.5;0;0
27180;BULE VIENA COM GATILHO 1L METALIZADO ROSE;7891691011641;;95;85.5;0;0
27181;REFRIGERADOR SIDE BY SIDE MINI CHEF FUN;7896640404444;444.3;330;297;0;13540
27182;INTERACTIVE PLAY BRINCANDO DE ENGENHEIRO;7896640471156;5331;50;45;0;0
27183;PATRULHA CANINA ROCKY PELUCIA 30 CM;7899573613440;1344;133;119.7;0;0
27184;PATRULHA CANINA CHASE PELUCIA 30 CM;7899573613280;1328;150;135;0;0
27185;PATRULHA CANINA CARRINHOS;;1419;70;63;0;13288
27186;PATRULHA CANINA PELUCIA 18 CM;7899573613266;1326;55;49.5;0;0
27187;PATRULHA CANINA  VEICULO NA CARTELA;7899573613907;1390;50;45;0;0
27188;BEN 10 FIGURAS EXTRAGRANDES;7899573617530;1753;75;67.5;0;0
27189;BEN 10 OMNITRIX LANCADOR;7899573617592;1759;80;72;0;0
27190;HATCHIMALS CX SURPRESA;7899573618704;1870;25;22.5;0;0
27191;MONSTER JAM KIT COM 2;7899573620202;2020;110;99;0;0
27192;MONSTER JAM TRATOR;7899573620271;2027;110;99;0;0
27193;PATRULHA CANINA VEICULOS GRANDES;7899573613891;1389;160;144;6;13288
27200;COPO DE TREINAMENTO 360. COM ALCA - COALA;7908103718378;11837;75;67.5;0;0
27201;COPO DE TREINAMENTO 360. COM ALCA - LEMORI;7908103718385;11838;75;67.5;0;0
27202;COPO DE TREINAMENTO COM ALCA;7899525697269;9726;37.78;34;0;4340
27203;CONJUNTO DE COLHERES EM SILICONE;7908103718248;11824;33;29.7;0;0
27204;ASSENTO REDUTOR COM ESCADA  - AZUL BABY;7908103719931;11993;244;219.6;0;0
27205;ASSENTO REDUTOR COM ESCADA  - ROSA BABY;7908103719924;11992;200;180;0;0
27206;REDUTOR DE ASSENTO INFANTIL - ARCO-IRIS;7908103723150;12315;80;72;0;0
27207;REDUTOR DE ASSENTO INFANTIL - PIRATAS;7908103723167;12316;80;72;0;0
27208;MORDEDOR MACAQUINHO;7908103718224;11822;25;22.5;0;0
27209;MORDEDOR DE SILICONE GIRASSOL COM CASE;7908103719337;11933;27.78;25;0;0
27210;MORDEDOR DE PEZINHO AZUL;7908103719443;11944;20;18;10;0
27211;MORDEDOR DE PEZINHO ROSA;7908103719450;11945;20;18;0;0
27212;BABY BALL CUTE COLORS;7908103718507;11850;33;29.7;5;4340
27213;MOBILE MUSICAL SAFARI;7899525666975;6697;187.78;169;0;0
27214;XILOFONE PEIXINHO;7899525666906;6690;97.78;88;4;0
27215;TURMINHA SAFARI PELUCIA;7899525664797;6479;38.78;34.9;11;0
27216;MINHA GIRAFINHA;7899525647738;4773;95;85.5;2;0
27217;FRITADEIR FUNDA  24CM PARIS BORDO;7891112154124;20510/724;133;119.7;0;0
27218;JOGO FACAS 4 PCS PLENUS PRETO;7891112253001;23498/031;37.78;34;0;0
27219;WOK 28CM LORETO VERMELHO;7891112272590;27817/022;155;139.5;0;0
27220;PIPOQUEIRA 20CM AZUL;7891112272606;27817/023;185;166.5;4;0
27221;FERVEDOR INOX ALLEGRA CABO BAQUELITE;7891116079270;62934/120;122;109.8;0;0
27222;PATRULHA CANINA PLAYSET AVENTURA;7899573613747;1374;95;85.5;0;0
27223;PATRULHA CANINA PLAYSET BOMBEIRO;7899573613754;1375;95;85.5;0;0
27224;ABRIDOR GARRAFA - CERVEJA ABERTA;7899790231434;1091;65;58.5;2;0
27225;ABRIDOR GARRAFA - DEIXA QUE EU ABRO;7899790231441;1092;40;36;0;0
27226;BALDE DE CERVEJA  AMIZADE;7899790234343;4694;77.78;70;0;0
27227;BALDE DE CERVEJA - CERVEJA PREMIUM;7899790234350;4695;50;45;0;0
27228;CANECA DE INOX - CERVEJA NAO ENGORDA;7899790233575;3556;40;36;0;0
27229;CONJUNTO PIPOCA - DOG;7899790234091;3979;110;99;0;0
27230;COPO TERMICO SMART SONHE ACREDITE;7899790233223;1965;30;27;0;0
27231;GARRAFA TERMICA COM CANECA  AMIGA PRA VIDA TODA;7899790233636;2835;88;79.2;0;0
27233;MASCARA DE DORMIR O AMOR SEMPRE VENCE;7899790232202;1131;12;10.8;0;0
27234;TACA DE VINHO - A VIDA E FEITA DE ESCOLHAS;7899790235395;5828;37.78;34;0;0
27235;TACA DE VINHO RECEITA PARA UMA VIDA FELIZ;7899790235388;5827;37.78;34;0;0
27236;KIT 2 TACAS DE VINHO A VIDA ESCOLHAS;7899790234558;4936;72;64.8;-1;0
27237;KIT 2 TACAS DE VINHO RECEITA VIDA FELIZ;7899790234541;4935;70;63;0;0
27238;KIT 2 TACAS WINDSOR TE AMO SEMPRE;7899790234251;3902;50;45;0;0
27239;TACA WINDSOR JANEIRO A JANEIRO;7899790233773;4171;30;27;0;0
27240;TACA WINDSOR TE AMO SEMPRE;7899790233766;4170;30;27;0;0
27245;HOT WHEELS PISTA RETA;887961837315;GLD47;27.78;25;0;0
27246;HOT WHEELS PACOTE 3 CARROS;27084425611;K5904;55;49.5;0;5217
29573;KIT CUIA INFANTIL 2 PCS;7893595815561;25;27.78;25;0;14133
27247;PATINETE HOT WHEELS 3 RODAS;7898934189907;81448;255;229.5;0;0
27248;HOT WHEELS PISTA MONSTER TRUCKS LOOPING;887961833607;GKY00;260;234;0;0
27249;MONSTER TRUCKS HOT WHEELS;887961705393;FYJ44;69.99;62.99;6;5217
27250;BARBIE COLOR REVEAL SEREIA ARCO IRIS;887961861624;HDN6;200;180;0;5217
27251;LOUSA DIVERTIDA BARBIE;7898039603773;85680;105;94.5;4;0
27254;MEMOFOOD EM MADEIRA;7896647009093;909.1;20;18;0;0
27255;BINGO;7896647009055;905.1;20;18;1;0
27256;JOGO DAS COMBINACOES - SUPER JOGOS;7896647009888;988.1;22;19.8;0;0
27257;LUDO;7896647022016;2201.1;20;18;0;0
27258;QUEBRA CABECA 500 PCS AMSTERDAM;7896647008638;863.1;40;36;0;0
27259;QUEBRA CABECA GIGANTE 28 PCS VILA FELIZ;7896647009901;990.1;40;36;0;0
27260;QUEBRA CABECA GIGANTE 28 PCS PRINCESAS;7896647009918;991.1;40;36;0;0
27261;QUEBRA CABECA 60 PCS UNICORNIO;7896647009970;997.1;20;18;0;0
27262;DAMAS. LUDO E TRILHA - SUPER JOGOS;7896647028018;2801.1;36;32.4;0;0
27263;CESTA DE COMPRAS MASTERCHEF;7896647001288;;75;67.5;0;0
27264;ASSENTO REDUTOR PAIS E FILHOS COM ALCA;7896647024669;2466.1;50;45;0;0
27266;MINI BOLICHE 19 CM;7896647040225;;75;67.5;0;0
27267;BABY POSTO;7896647039120;;150;135;0;0
27268;BABY GARAGE;7896647039304;;155;139.5;0;0
27269;MEGA CONSTRUCOES 150 PCS - MADEIRA;7896647073599;7359.1;50;45;0;0
27270;MEGA CONSTRUCOES 120 PCS - MADEIRA;7896647073612;7361.1;47.67;42.9;0;0
27271;JOGO DA MEMORIA FAZENDINHA 40 PCS - MADEIRA;7896647076927;7692.1;25;22.5;0;0
27272;BALAO CORACAO VERMELHO 20 CM C/ 3 UNI.;7896647095300;9530.1;10;9;3;4340
27275;FRIGIDEIRA 24CM COM ESPATULA GRAFITE;7891112042001;20170/624;65;58.5;0;0
27276;FRIGIDEIRA 22CM COM ESPATULA GRAFITE;7891112040427;20170/622;55;49.5;0;0
27277;FRIGIDEIRA FUNDA 28CM LORETO BORDO;7891112272583;27817/021;83.33;75;0;0
27278;FRIGIDEIRA 16CM TURIM BORDO;7891112195134;20260/716;22;19.8;0;0
27280;MOTO X VELOZ ACROBATICA;7896771600340;304;95;85.5;0;0
27279;FRIGIDEIRA 24CM TURIM GRAFITE;7891112201781;20260/624;33;29.7;0;0
27281;CAMELO GAME;7896771600746;704;110;99;0;0
27282;FUTOCA BALL;7896771606205;620A;230;207;0;0
27283;MINI VELOZES II;7896771607363;7303;80;72;0;0
27284;LOCOMOTIVA EXPRESSO II;7896771608001;8000;220;198;0;0
27285;TOCA CAR;7896771608223;8202;160;144;0;0
27286;MACACO GAME;7896771601019;1001;50;45;0;0
27287;PIANO MUSICAL JACARE;7896771606328;6302;155;139.5;0;0
27288;PIANO MUSICAL UNICORNIO;7896771606335;6303;155;139.5;0;0
27289;BALDE GELO BAIXO BEER;7898653701039;471;50;45;0;0
27290;BALDE 5.7 LITROS STELLA ARTOIS;7898653700681;465;35;31.5;0;12972
27291;BALDE GELO GG CONICO 6 LTS BUDWEISER;7898913195349;584;50;45;0;12972
27292;COADOR DE CAFE COM CANEQUINHA 250 ML;7898653700667;924;30;27;0;12972
27293;FORMA DE BOLO BALLERINE 18 CM;7898653700902;718;22;19.8;0;12972
27294;FORMA DE BOLO BALLERINE 22 CM;7898653700919;719;30;27;0;13952
27295;FORMA DE BOLO BALLERINE 28 CM;7898653700926;720;40;36;0;12972
27296;PORTA LATA DE CERVEJA 300 ML BEER;7898653701084;476;22;19.8;0;14480
27297;PORTA DETERGENTE ROSA/BRANCO 600ML;7899808897805;37038;27.78;25;0;0
27298;LIXEIRA ECOBLACK COM PEDAL 15 LTS;7896042034959;22311;44;39.6;0;0
27299;PORTA TALHERES PRETO;7897807425098;36426;75;67.5;0;0
27300;ESCORREDOR DE LOUCA CROMADO RAINHA;7896594800996;33671;80;72;0;0
27301;BOLEIRA REDONDA PLASTICA CAFE DA MANHA 31CM;7896042057330;20541;33;29.7;0;0
27302;ESPATULA TEFLON 31CM;7896042005027;1963;7.78;7;0;0
27303;PEGADOR DE MASSAS DE SILICONE 28CM COLORS;7899701872893;37032;20;18;1;0
27304;POTE RETANGULAR FLORES 1.2LTS;7896042043555;31123;10;9;0;0
27305;POTE RETANGULAR FLORES 1.43 LTS;7896042038438;11320;15;13.5;0;0
27306;PORTA FRIOS FLORES;7896042067414;34121;17.78;16;0;0
27307;TACA GIN TONICA 600ML;7891155056584;35092;22;19.8;-3;218
27308;PANELA DE PRESSAO 3 L POLIDA COM VISOR;7897186660134;6013;133;119.7;0;0
27309;PANELA DE PRESSAO 3 L CEREJA COM VISOR;7897186660219;6021;177.78;160;0;0
27310;FRIGIDEIRA 24 CM FRANCESA CEREJA;7897186686981;8698;47.78;43;0;0
27311;FRIGIDEIRA 22 CM FRANCESA CHOCOLATE;7897186687100;8710;40;36;0;0
27312;FRIGIDEIRA ALTA 24 CM CHOCOLATE COM TAMPA;7897186687124;8712;110;99;0;0
27313;PANELA DE PRESSAO ROSE 4. 5 L COM VISOR;7897186692128;9212;177.78;160;0;0
27314;BULE VIENA CM GATILHO 1L METALIZADO DOURADO;7891691011634;;100;90;0;0
27316;SACO P PRES. 88X1.20 - 25 UN. 337 ROSAS VERMELHAS;;1241;0;0;0;0
27317;CX.EXP. C/ 100 ROL. -3FL AUTO BRILHO 50X60 SORTIDO;;1290;0;0;0;0
27320;CONJUNTO 2 TACAS GIN LONDON;7898198770293;21626;55;49.5;0;0
27321;CONJUNTO 2 TACAS GIN TYPOGRAFIC;7898198777384;81914;55;49.5;0;0
27322;CONJUNTO 6 TACAS FLORIPA BEER PLEASE;7898198779449;21954;144;129.6;0;0
27323;TACA DE VINHOP BARONE OS VINHOS;7898198774161;70D44;33;29.7;0;0
27324;CHALEIRA 1.9L MISTO;7891112248083;20551/319;117.7;105.93;0;0
27325;CHALEIRA 1.9L MY LOVELY;7891112279407;27807/050;140;126;0;0
27326;JARRA EM VIDRO 1.6 LT;31009656448;1801080;105;94.5;0;0
27327;CONJUNTO 4 TAÇAS PARA VINHO 500 ML COM PE PRETO;615905422149;422146;95;85.5;0;0
27328;CONJUNTO 4 TACAS PARA VINHO 500 ML;615905422248;422245;95;85.5;0;0
27329;KIT 2 TAÇAS STELLA ARTOIS 250 ML;4001852047225;28319002;75;67.5;12;0
27330;BICHOS DIVERTIDOS EM 3D: O CACHORRO ENLAMEADO;9788573897890;;55.44;49.9;0;0
27331;BICHOS DIVERTIDOS EM 3D: O COELHO ENGRACADO;9788573897906;;55.44;49.9;0;0
27332;BICHOS DIVERTIDOS EM 3D: MONSTRO SURPRESA;9788573982558;;55.44;49.9;0;0
27333;BICHOS DIVERTIDOS EM 3D: A JOANINHA;9788573982541;;55.44;49.9;0;0
27334;BICHOS DIVERTIDOS EM 3D: O PINGUIM SONOLENTO;9788537614754;;55.44;49.9;0;0
27335;CLASSICOS INESQUECIVEIS;9788537641729;;44.33;39.9;0;0
27336;ESCREVA. APAGUE E ESCREVA NOVAMENTE! COORD.MOTORA;9788537641606;;40;36;0;0
27337;ESCREVA. APAGUE E ESCREVA NOVAMENTE! LETRAS;9788537641613;;40;36;0;0
27338;ESCREVA. APAGUE E ESCREVA NOVAMENTE! NUMEROS;9788537641620;;40;36;0;0
27339;HISTORIAS PARA CRIANCAS...1 ANO;9788537643204;;33.22;29.9;0;0
27340;HISTORIAS PARA CRIANCAS...2 ANOS;9788537643211;;33.22;29.9;0;0
27341;HISTORIAS PARA CRIANCAS...3 ANOS;9788537643228;;33.22;29.9;0;0
27342;HISTORIAS PARA CRIANCAS...4 ANOS;9788537643235;;33.22;29.9;0;0
27343;BELAS HISTORIAS DE BOA-NOITE;9788537637074;;33.22;29.9;0;0
27344;O MACACO NA LUA;9788537628164;;55;49.5;0;0
27345;A OVELHA E QUE MANDA NO GALINHEIRO;9788537628171;;55;49.5;0;0
27346;O TIGRE DECOLA;9788537628188;;55;49.5;0;0
27347;O TUBARAO FAZ UM TCHIBUM!;9788537628195;;55;49.5;0;0
27348;PUXE A ABA: ONDE ESTA A MINHA MAMAE? NA FAZENDA;9788537637791;;33.22;29.9;0;0
27349;PUXE A ABA: ONDE ESTA A MINHA MAMAE? NA SELVA;9788537637807;;33.22;29.9;0;0
27350;AVENTURAS BIBLICAS: ARCA DE NOE;9788537641903;;11;9.9;0;0
27351;CLASSICOS COM QUEBRA CABEÇA BRANCA DE NEVE;9788537641835;;17.78;16;0;0
27352;CLASSICOS COM QUEBRA CABEÇA CHAPEUZINHO VERMELHO;9788537641842;;17.78;16;0;0
27353;CLASSICOS COM QUEBRA CABEÇA JOAO E O PE DE FEIJAO;9788537641859;;17.78;16;0;0
27354;CLASSICOS COM QUEBRA CABEÇA  MAGICO DE OZ;9788537641866;;17.78;16;0;0
27355;CLASSICOS COM QUEBRA CABEÇA PATINHO FEIO;9788537641873;;17.78;16;0;0
27356;CLASSICOS COM QUEBRA CABEÇA TRES PORQUINHOS;9788537641880;;17.78;16;0;0
27357;DINOSSAUROS;9788537641927;;15;13.5;0;0
27358;ESTRELA G SEJA FELIZ!;9788537641897;;11;9.9;0;0
27359;O PEQUENO PRINCIPE;9788533100152;;11;9.9;0;0
27360;MEDIEVAL DEFESA DO CASTELO;7896640438593;1193.2;110;99;0;0
27361;ESCONDERIJO PIRATA;7896640438562;1190.9;155;139.5;0;0
27362;ILHA PIRATA;7896640438586;1192.1;130;117;0;0
27363;CAIXA PORTA ROLHAS+TACA 385ML+VINHO 750ML;;90514;165;148.5;0;10542
27364;CAIXA COM 4 TACAS 385ML+GARRAFA VINHO 750ML;;90510;230;207;0;10542
27366;PORTA TACAS PAI COM ABRIDOR + 4 TACAS 370ML;;90352;200;180;2;14632
27367;CANECA PAI INTERIOR COLORIDO;;90437;50;45;0;10542
27368;CAIXA COM TACA VINHO 480ML + SACA ROLHAS;;90402;55;49.5;0;10542
27369;CAIXA COM TACA VINHO COMBINATO 730ML;;90443;65;58.5;0;10542
27370;TACA BARONE 385ML;;90195;35;31.5;1;10542
27372;SACA ROLHA GIRL ZAMAC PRETO;7893220090875;12768;55;49.5;0;5550
27373;GALHETEIRO DE PORCELANA COM BASE;7893220110023;22741;105;94.5;0;5550
27374;JOGO 6 TACAS SOBREMESA AMBAR;7893220232879;23452;88.78;79.9;0;5550
27375;JOGO PARA QUEIJO 3 PCS TABUA PRETA;7893220237102;24064;44;39.6;0;5550
27376;JOGO PARA SUSHI 6 PCS EM BAMBOO;7893220237157;24069;60;54;0;5550
27377;TABUA DE QUEIJO E VINHO EM BAMBOO;7893220243332;24610;37.78;34;0;5550
27378;TABUA CHEESE EM BAMBOO;7893220243356;24612;33;29.7;0;5550
27379;TABUA DE PIZZA EM BAMBOO 33 CM;7893220243363;24613;44;39.6;0;5550
27381;KIT PARA VINHO COM 3 ACESSORIOS CX PRETA;7893220245770;24831;50;45;0;5550
27382;BOMBONIERE BRUXELAS 12.5cm FURTA COR;7893220258657;26100;47.78;43;0;5550
27383;BOMBONIERE BRUXELAS 18 CM FURTA COR;7893220258671;26102;65;58.5;0;5550
27393;JOGO 6 TAÇAS VINHO EM CRISTAL CLAUDIA 190 ML;;57680;133;119.7;1;5550
27384;BOMBONIERE BRUXELAS 27 CM FURTA COR;7893220258695;26104;165;148.5;0;5550
27385;BOMBONIERE VERSAILES 24 CM;7893220258848;26118;70;63;0;5550
27386;JOGO 6 COPOS JORDAN 330 ML;7893220259241;26155;44;39.6;0;5550
27387;JARRA EM VIDRO 2 L;8693357056985;46321;40;36;0;5550
27388;CANECA PARA CERVEJA TUBORG 330 ML;7893220261466;46552;33;29.7;0;5550
27389;JOGO 6 COPOS AGUA EM CRISTAL 250 ML;7893220238079;24152;120;108;0;5550
27390;JOGO 6 COPOS WHISKY 320 ML EM CRISTAL;8593410623270;57702;122;109.8;0;5550
27391;JOGO 6 COPOS WHISKY 410 ML EM CRISTAL;7893220197635;57671;165;148.5;0;5550
27407;JOGO DA MEMORIA ANIMAIS;7896640450762;5076.5;22;19.8;0;172
27408;JOGO DA MEMORIA FRUTAS;7896640450779;5077.6;22;19.8;0;172
27409;ABCD 144 PC;7896640452643;5264.3;70;63;5;172
27410;QUEBRA- CABECA CARROS 3 DISNEY;7896640434182;1991;33;29.7;0;172
27411;QUEBRA-CABECA PROGRESSIVO FOFOSSAUROS;7896640437442;5427.6;27.78;25;0;172
27412;BLOCOS QUEBRA-CABECA SITIO ALEGRE;7896640452735;52732;37.78;34;0;172
27413;FRUTEIRA DE MESA ROSE GOLD;7897807422110;35781;55;49.5;0;218
27414;RALADOR MINI 3 FACES 8CM;7899701842940;32388;5.55;5;3;13952
27415;DESCASCADOR/RALADOR DE LEGUMES 18CM;7899701877010;34565;6.66;5.99;0;218
27416;MULTI CORTADOR 5 LAMINAS;7897839701139;37130;55;49.5;0;218
27417;PORTA BOLO PRETO COM TAMPA ACRILICA 29CM;7895155792565;36110;70;63;1;218
27419;CARRO DE CONTROLE 5 FUNCOES STOCK DRIFT;7899658347574;834757;170;153;0;4820
27420;CARRO DE CONTROLE 4 FUNCOES MONTE CARLO;7899658360382;836038;140;126;0;4820
27421;KIT COM 4 DINOS E 6  ACESSORIOS;7899658301071;830107;22;19.8;0;4820
27422;KIT 6 ANIMAIS SELVAGENS E 2 ACESSORIOS;7899658300371;830037;37.78;34;0;4820
27423;PINTINHO AMARELINHO;7899658347581;834758;15;13.5;0;4820
27424;KIT MEDICA 9 PECAS ROSA;7899658396718;839671;55;49.5;0;4820
27425;KIT MEDICO 8 PECAS AZUL;7899658396725;839672;55;49.5;0;4820
27426;WALK TALKIE PRINCESAS;7899658402594;840259;77.78;70;0;4820
27427;WALK TALKIE BOMBEIRO;7899658402587;840258;77.78;70;0;4820
27428;DINO SERIE INVASORS SORT;7899658378240;837824;30;27;0;4820
27429;DRAGAO SOLTA CHAMA LUZ COM SOM;7899658413002;841300;160;144;0;4820
27430;PRIMEIRAS FORMAS;7896054025709;2570;42;37.8;0;4820
27431;FORTNITE OMEGA COM ACESSORIOS;7899573620585;2058;280;252;0;4820
27432;BRINCANDO COM FILHOTES;7896054020308;2030;55;49.5;0;4820
27433;QUEBRA CABEÇA 100 PCS REINO DO UNICORNIO;7896054025730;2573;33;29.7;0;4820
27434;QUEBRA CABEÇA 500 PCS EUROPA SORTIMENTO;7896054026164;2616;24.44;22;2;4820
27435;QUEBRA CABEÇCA 1500 PCS MANHATTANHAM;7896054026423;2642;130;117;0;4820
27436;QUEBRA CABECA 100 PCS TOY STORY;7896054026300;2630;70;63;0;4820
27437;QUEBRA CABEÇA 100 PCS  PRINCESAS;7896054022258;2225;55;49.5;0;4820
27460;MICROFONE DA BARBIE COM FUNCAO MP3 PLAYER;7898039603964;F00044;270;243;0;3237
27438;PLAY DOH  BISCOITOS DIVERTIDOS;630509320363;B0307;105;94.5;0;4820
27439;MANOPLA THANOS ELETRONICA;630509653485;E1799;220;198;0;4820
27440;NERF NAILBITTER XL;;E6163;255;229.5;0;4820
27441;NERF COBRA DUEL TARGET;;E7566;200;180;0;4820
27442;NERF AS TIGER DB2;;E7562;130;117;0;4820
27461;GUITARRA SUPER WINGS;7898039604046;F00051;160;144;0;3237
27443;NERF TIGER TARGET SET;;E8313;250;225;0;4820
27444;PLAY DOH KIT ROLLZIES DE SORVETE;;E8055;105;94.5;0;4820
27445;MARTELO THOR;;E7379;220;198;0;4820
27446;LANÇADOR CAPITAO  AMERICA;;E7375;220;198;0;4820
27447;LANCA DARDO IRON MAN;;E7376;220;198;0;4820
27448;BONECO LOKI;;E7874;105;94.5;0;4820
27449;BABY ALIVE TINYCORN UNICORNIO;5010993734597;E9166;230;207;0;4820
27450;BABY ALIVE TINYCORN PANDA;5010993733965;E9422;230;207;0;4820
27451;BABY ALIVE TINYCORN GATINHA;5010993733880;E9423;230;207;0;4820
27462;MICROFONE POWER ROCKERS;7898039604077;F00054;144;129.6;0;13917
27452;PLAY DOH SANDUICHE QUEIJO;5010993734009;E7623;133;119.7;2;4820
27453;PLAY DOH  PAT CANINA MISTERIOS;5010993712625;E7505;65;58.5;0;4820
27454;PLAY DOH CAIXA REGISTRADORA;5010993733989;E6890;188.78;169.9;0;4820
27455;PLAY DOH SUSHI;5010993718771;E7915;105;94.5;0;4820
27457;TRANSFORMES SIEGE DELUXE;;E3432;220;198;0;4820
27458;TRANSFORMES EARTHRISE CYBERTRON;5010993656080;E7120;230;207;0;4820
27463;BARBIE MEDITA COMIGO;887961872446;GNK01;220;198;0;3237
27464;HOT WHEELS MONSTER TRUCKS KIT COM 2;887961705430;FYJ64;130;117;0;5217
27465;QUEBRA CABECA 200 PCS LIGA DA JUSTICA;7908010138085;3808;41;36.9;0;3237
27466;JOGO DA MEMORIA MICKEY;7896054080043;8004;27.78;25;0;4820
27467;DOMINO MICKEY 28 PCS;7896054080036;8003;27.78;25;0;4820
27480;CARIMBOS EDUCATIVOS FRUTAS;7896640450809;5080.9;22;19.8;0;172
27468;QUEBRA CABECA 150 PCS SPIDER MAN;7896054080142;8014;40;36;0;4820
27469;DOMINO SPIDER MAN 28 PCS;7896054080159;8015;27.78;25;0;4820
27470;QUEBRA CABECA 100 PCS MICKEY;7896054080012;8001;27.78;25;1;4820
27471;QUEBRA CABECA 60 PCS MICKEY;7896054080005;8000;30;27;0;4820
27472;JOGO DA MEMORIA HOMEM ARANHA 24 PARES;7896054080166;8016;25;22.5;0;4820
27473;QUEBRA CABECA 150 PCS MICKEY;7896054080029;8002;40;36;0;4820
27474;DOMINO PRINCESAS 28 PCS;7896054080098;8009;27.78;25;0;4820
27475;QUEBRA CABECA 100 PCS PRINCESAS;7896054080074;8007;37.78;34;0;4820
27476;QUEBRA CABECA 150 PCS PRINCESAS;7896054080081;8008;40;36;0;4820
27477;QUEBRA CABECA 60 PCS SPIDER MAN;7896054080128;8012;30;27;0;4820
27481;CHALEIRA INOX 1.3 L;7891116001875;61482/150;250;225;3;87
27482;PATRULHA CANINA COM AÇAO;7899573613129;1312;166.44;149.8;0;13288
27483;PATRULHA CANINA EVEREST PELUCIA 30 CM;7899573613549;;150;135;2;13288
27484;MASSA AREIA 170 G - BRILHANTE;7899573618056;1805;40;36;0;13288
27485;MASCARA BATMAN;7899573621902;2190;33.22;29.9;2;13288
27486;MONSTER JAM  PLAYSET;7899573620219;2021;250;225;0;13288
27487;KIT PANELAS E TALHERES;7898952421256;1025;33;29.7;0;10111
27488;MY CLEANING SET;7898960121032;1103;44;39.6;0;10111
27489;BABY RIDE MENINO;7898952421621;3062;95;85.5;0;10111
27490;SWEETY HOME MARAL;7898960121582;1158;120;108;0;10111
27491;PLAY HOME BALL;7898960121766;1176;66.66;59.99;0;10111
27492;SUPER FERRAMENTAS 14 PCS MARAL;7898952421157;2015;55;49.5;0;10111
27493;HIPO NA CAIXA;7898952421744;4074;60;54;0;10111
27494;BABY BUS NA SACOLA;7898952421867;4086;40;36;0;10111
27495;M BRICKS CARS;7898960121056;;60;54;0;10111
27496;TURBO TRUCK & RETRO NA CX;7898960121636;4163;120;108;0;10111
27497;MAPA DO BRASIL 3D PLÁSTICO;7896448111094;1109;77.78;70;1;159
27498;LANÇA GARFINHO - TOY STORY 4;7896448111131;1113;60;54;0;159
27499;LANÇA BOLINHAS - PATRULHA CANINA;7896448111124;1112;85;76.5;0;159
27500;JOGO CHAVE MÁGICA RICKY ZOOM;7896448111391;1139;75;67.5;0;159
27501;FOFO BLOCOS FAZENDINHA 25 PCS;7896448110936;1093;122;109.8;0;159
27502;VIOLÃO - PATRULHA CANINA;7896448111438;1143;77.78;70;0;159
27503;BABY UNICÓRNIO;7896448110905;1090;75;67.5;0;159
27504;MEU AMIGO BUZZ LIGHTYEAR;7896448110424;1042;125;112.5;4;159
27505;GALINHA PINTADINHA MUSICAL;7896448110448;1044;127.78;115;0;159
27506;GEORGE PEPPA PIG;7896448199801;998;50;45;0;159
27507;CHOCALHO ESTICADINHO - BABY SHARK;7896448111445;1144;27.78;25;0;159
27508;CHOCALHO & MORDEDOR - BICHITOS;7896448110929;1092;17.78;16;0;159
27540;PLAY TIME QUEBRA CABECA VELEIRO;7896964621275;2127;44;39.6;0;149
27509;PENEIRA FUNIL ROSA CAMOMILA 10CM;7899808896624;37051;10;9;0;218
27510;POTE ROSA CAMOMILA QUADRADO 580ML;7896042038452;31020;7.78;7;0;218
27511;POTE ROSA CAMOMILA ROSCA 1.4 LTS;7896042038773;11338;15;13.5;0;218
27518;CANECA PORCELANA  AMIGA DO CORACAO;7899790235937;10031;47.78;43;-1;13317
27519;CANECA PORCELANA  AMIGA PRA VIDA TODA;7899790224542;2407;47.78;43;0;13317
